X,Y,fid,Name,X_ADDR,ADDRESSFLOORNUMBER,Address_Type,PHOTOURL,Y_ADDR,ADDRESSBUILDINGNAME,HYPERLINK,LANDYADDRESSPOINT,INC_CRC,SHAPE,ADDRESSPOSTALCODE,FMEL_UPD_D,ADDRESSSTREETNAME,ADDRESSUNITNUMBER,LANDXADDRESSPOINT,ADDRESSBLOCKHOUSENUMBER,DESCRIPTION
103.938732580554,1.33198706861809,HAWKERCENTRE.99,Blk 85 Bedok North Street 4,39731.49,,,,34910.13,,,34910.13,CFC780A1F2E1B2DC,Point,460085,4/11/2017 10:49:15 AM,Bedok North Street 4,,39731.49,85,HUP Standard Upgrading
103.818338919994,1.28733076704111,HAWKERCENTRE.100,Blk 85 Redhill Lane,26332.8899,,,,29972.0199,,,29972.02,1D515CA58E5C9BD5,Point,150085,4/11/2017 10:49:15 AM,Redhill Lane,,26332.89,85,HUP Reconfiguration
103.885449224256,1.32344525333921,HAWKERCENTRE.101,Blk 89 Circuit Road,33801.62,,,,33965.4299,,,33965.43,4EDE2CCE44720F0B,Point,370089,4/11/2017 10:49:15 AM,Circuit Road,,33801.62,89,HUP Standard Upgrading
103.855137696535,1.32294306204263,HAWKERCENTRE.102,Blk 90 Whampoa Drive,30428.25,,,,33909.8499,,,33909.85,16F08FA059AAF52C,Point,320090,4/11/2017 10:49:15 AM,Whampoa Drive,,30428.25,90,HUP Standard Upgrading
103.849513484035,1.33847475246223,HAWKERCENTRE.103,Blk 93 Toa Payoh Lorong 4,29802.32,,,,35627.2599,,,35627.26,8ED7D8178D927696,Point,310093,4/11/2017 10:49:15 AM,Lorong 4 Toa Payoh,,29802.32,93,HUP Standard Upgrading
103.797875477439,1.29971330531991,HAWKERCENTRE.104,Blks 1A/ 2A/ 3A Commonwealth Drive,24055.5,,,,31341.24,,,31341.24,B823DC7792684471,Point,141001,4/11/2017 10:49:15 AM,Commonwealth Drive,,24055.5,1A/2A/3A,HUP Standard Upgrading
103.882977999397,1.37542896666562,HAWKERCENTRE.105,Ci Yuan Hawker Centre,33526.48,,,,39713.5199,,,39713.52,2AA90E9C9CA8E8C5,Point,538776,4/11/2017 10:49:15 AM,Hougang Avenue 9,,33526.48,51,
103.939726160039,1.35386211773318,HAWKERCENTRE.106,Our Tampines Hub Hawker Centre,39841.96,,,,37328.97,Our Tampines Hub,,37328.97,17E2D59B7A28B801,Point,529684,4/11/2017 10:49:15 AM,Tampines Avenue 4,,39841.96,51,
103.800696448529,1.43993283228045,HAWKERCENTRE.107,Kampung Admiralty Hawker Centre,24369.66,,,,46846,Kampung Admiralty,,46846,8E56FA1F721E803E,Point,730676,4/11/2017 10:49:15 AM,Woodlands Drive 71,,24369.66,676,
103.804715225285,1.29748567106796,HAWKERCENTRE.108,Dawson Hawker Centre,24816.7,,,,31094.91,,,31094.91,C80F8969DCF1DD50,Point,,4/11/2017 10:49:15 AM,Margaret Drive,,24816.7,,
103.779784899996,1.43353885679956,HAWKERCENTRE.109,Woodlands Street 12 Hawker Centre,22042.5099,,,,46139.0299,,,46139.03,67D9A36BD31107C0,Point,,4/11/2017 10:49:15 AM,Woodlands Street 12,,22042.51,,
103.816992390295,1.28369258928215,HAWKERCENTRE.110,Blk 163 Bukit Merah Central,26183.03,,,,29569.73,,,29569.73,16F0047A9ECAB906,Point,150163,4/10/2017 6:09:18 PM,Bukit Merah Central,,26183.03,163,Opted out of HUP
103.933221544751,1.32706240889036,HAWKERCENTRE.111,Blk 216 Bedok North Street 1,39118.19,,,,34365.56,,,34365.56,B8E4DB8C688CFF6C,Point,460216,4/10/2017 6:09:18 PM,Bedok North Street 1,,39118.19,216,HUP Standard Upgrading
103.71844754363,1.34964224318471,HAWKERCENTRE.112,Blk 505 Jurong West Street 52,15216.1299,,,,36862.4,,,36862.4,0AE38DCC69255728,Point,640505,4/10/2017 6:09:18 PM,Jurong West Street 52,,15216.13,505,HUP Standard Upgrading
103.802903901115,1.29323622090774,HAWKERCENTRE.113,Blk 159 Mei Chin Road,24615.11,,,,30625.0299,,,30625.03,58C10BCCDB9C9604,Point,140159,4/11/2017 10:49:15 AM,Mei Chin Road,,24615.11,159,HUP Reconfiguration
103.93553909635,1.32055216481035,HAWKERCENTRE.114,Blk 16 Bedok South Road,39376.1399,,,,33645.6999,,,33645.7,483F3877DC8138CB,Point,460016,4/11/2017 10:49:15 AM,Bedok South Road,,39376.14,16,HUP Standard Upgrading
